views
127450
480620
99720
598820
155850
737430
146450
3740000
254270
208290
14770000
291930
2610000
193210
351450
405220
201450
897420
38190
8990
31380
53330
83570
51230
138220
42710
1510000
109010
47700
157930
656350
44320
22900
80260
29790
67750
48920
344100
457650
141660
104230
151660
177430
102270
174900
96920
172130
61970
27900
254520
146190
519870
3680000
96600
1360000
377890
273000
49800
134700
189940
33230
859290
36110
323350
75700
103730
2570000
157550
227650
189320
368120
214190
72240
210890
105420
54720
247970
51030
39480
26040
33920
128540
453940
58200
120930
23800
32140
321530
16450
163500
229690
37230
30670
55430
56970
224520
77240
95560
370730
74530
106000
544820
26170
34910
87240
66460
34120
20210
42770
306960
1210000
586460
273650
166890
121020
36030
194010
34830
134760
95600
77120
141760
20720
493590
608910
21750
72970
62880
583570
492940
390260
43680
98030
291630
388410
398120
199440
754060
334410
65940
356850
136780
1270000
2600000
57760
1450000
126030
90020
3010000
65280
1470000
265230
377700
2480000
462750
122270
114230
50830
128420
59730
181410
42890
363060
85320
523780
1570000
758070
113810
44100
1110000
625580
662260
105390
125870
85250
216600
79990
149790
499760
129560
252880
670200
739580
70050
25810
119010
271770
96840
120890
58840
49330
63350
401890
265730
83430
1090000
280520
203040
188490
655760
75750
135590
66840
17540
180610
72620
1090000
116340
562620
613200
71230
96500
921860
175100
24040
1180000
371890
173280
159470
150250
467180
123610
101170
31960
164530
164790
319220
455230
94160
123730
78640
137260
316210
545060
170620
330710
55870
122740
63910
488580
80890
88190
109320
52710
294550
81800
173550
69770
150790
96960
55950
35520
76480
174650
96290
12870
550390
150800
1430000
47980
87760
202820
32430
79210
53050
40260
81970
309480
257560
24610
784330
43930
351820
98480
154340
119020
33470
259170
520330
425410
887200
407710
593940
174130
923770
90870
424280
231110
1210000
66430
169630
533310
66790
25090
1060000
38670
163590
56640
25480
2180000
37510
697070
305580
319290
222400
72430
381930
19210
56670
937090
279130
40750
827230
525310
243740
80970
230930
136590
16980
121080
389550
502360
309230
346600
97490
813410
1840000
802250
95630
33860
25280
315980
35600
691410
372620
129610
49460
28090
112050
50960
49730
738100
450370
125720
31350
198300
19500
53510
171190
662290
620170
338770
77110
137930
33780
91980
12390
193490
775470
36450
81970
575200
137500
135580
216560
504310
99960
20290
17410
40290
775820
49570
326820
40310
109640
954090
519170
180810
23710
150480
452780
261220
634030
158200
139410
997610
102310
55650
1570000
307810
122110
34640
341660
26230
25040
112650
1110000
156580
1370000
1670000
133750
23180
159250
90440
122230
34220
62000
51680
209320
45950
653260
56040
124870
80670
403760
1170000
38810
1060000
267620
20560
213540
180760
34750
846560
36050
532270
583680
365420
116280
895100
31460
44090
155480
75090
80760
181820
155310
129420
140440
171330
733200
101090
2140000
30650
190040
180620
838420
1640000
559210
5880
143820
219580
521000
66550
970290
172600
130310
291730
62550
344890
218050
2380000
1480000
143910
14210
69450
27860
584900
336630
46550
238470
896180
4990000
769790
577810
394880
1400000
4960000
48770
337940
74340
19240
892790
226500
269700
3850000
1990000
318480
1330000
24630
150000
1880000
309620
200790
174940
334650
50710
20000
29820
40290
64040
39100
24370
82190
45390
49880
65120
80500
263770
28020
270750
73010
333200
1710000
127740
530540
73930
390410
79080
59530
150190
524270
104340
7910
449710
1040000
1380000
229830
1160000
59720
85040
3100000
48650
136200
103290
561680
71140
166280
85270
20280
258010
1660000
119910
1350000
147670
4470000
80720
103450
117150
153830
170510
143090
79060
259820
93350
104990
80410
42830
422710
214010
303160
95970
151490
108620
104630
401770
2550000
204550
91940
419850
168940
237050
470000
1570000
71590
153640
235750
165830
225570
198390
97660
111660
172790
131980
328800
92880
61860
110170
42380
931280
101780
203450
160900
233590
60050
295430
236340
133900
55840
90340
107520
105270
310680
60050
140600
318490
249170
144270
51660
801890
462080
79060
30220
29890
180410
54070
809670
51390
630530
129050
112130
1060000
50750
23430
92000
262920
307740
154650
193870
159910
82400
213450
138420
95520
166710
158310
97900
151290
214360
62030
175940
164350
377030
120450
406070
211050
313730
90000
77820
249600
128560
465000
188650
260280
108180
223050
7300000
240390
104860
64780
3080000
136020
194140
205870
1090000
127690
847370
166230
49790
409930
106280
158110
84950
165140
161060
156530
142340
106960
48180
146900
264890
60830
77060
312470
280040
377130
298650
271140
343860
265910
62820
570740
444680
27990
298790
860410
750280
838810
159530
502550
90030
147720
393690
12790000
187580
701110
195620
264970
278170
257050
401840
220670
906650
129810
291150
244500
3070000
109110
1080000
915320
228440
185540
134430
461110
296880
59330
90230
405930
225210
440780
369650
166630
436330
152910
140270
325550
193610
179900
161300
163960
181770
135790
127830
131510
163790
547920
72110
70280
93030
197500
82900
237900
192440
134880
525750
243260
198060
112450
207370
73870
82710
62450
101330
301000
142620
179390
254480
128950
149220
86030
617950
132710
522610
203670
100660
450630
94820
70440
121180
133470
1290000
175960
246850
658200
262600
380310
1230000
58330
1340000
422060
546770
94930
341570
145950
773330
134380
1150000
264410
250400
1270000
1730000
675100
211730
570440
445800
312080
401380
102470
172510
113180
644710
194400
209840
430510
161650
176800
1140000
185190
136330
215450
1210000
415880
337220
300970
96280
148530
717110
180250
127260
353310
76840
168580
213720
131830
26050
44200
153240
562570
386280
428230
95360
1230000
475620
530160
43230
175660
235440
935210
138980
579220
163650
537420
33150
143620
474430
175450
114690
191630
110320
2410000
73160
105180
89140
86730
376370
151840
155750
1670000
213130
500380
115050
764180
2580000
389700
54590
114120
130260
246230
290260
574220
480800
71530
104580
118510
173640
61550
327430
78740
64290
441210
197200
57810
388460
65710
213800
89320
129920
65810
141120
427220
203030
94620
108830
62730
60190
87700
396430
145390
59880
89610
251680
1030000
499510
77960
151540
124840
517960
50920
142000
370580
66570
159750
25870
163170
70960
112440
55290
27230
12780
95810
61580
22250
170490
26120
18280
669630
418910
236570
43630
306350
497250
84550
240000
77950
42850
368850
94900
355460
169000
497350
61730
587470
125160
94450
53620
46320
191840
334240
170260
64200
1040000
445880
259230
131430
255070
48510
161290
286100
295270
903160
556760
41430
164660
35470
53370
371420
580090
1560000
532170
708900
770710
1370000
604770
172350
38950
162780
131640
66350
1080000
70900
60930
151530
61580
276180
70660
93250
128920
117580
231360
67330
408910
314420
52570
175610
72660
302520
146590
49170
181280
614940
196750
97840
3310000
126380
60940
1380000
272930
69480
211980
113200
99240
222200
1630000
94100
253490
47020
92960
175900
433310
66540
223100
140700
84200
31110
87710
114880
71310
416780
137030
9820000
4390000
244800
47190
119410
61830
223040
516350
451810
589940
1730000
211570
63540
141320
401580
782240
45040
528780
839160
41470
626790
97640
181770
289730
56490
110650
141750
64000
136280
187890
66310
332860
322200
193710
272580
57980
580530
102320
922940
128450
542240
339040
203360
134950
122580
203100
228220
69390
369910
42610
309100
108890
161640
361740
154660
124470
289620
187280
68880
44100
67210
98070
315480
83260
317230
228910
86870
362600
252440
486180
2620000
348690
268580
525310
86110
200910
560420
36130
272790
115400
641570
147730
430710
46070
527690
569500
326940
370530
269470
53410
90090
667180
34820
84860
110490
68330
65630
377890
378600
81420
29030
178850
80770
536330
154360
416540
164970
447240
189660
2460000
19200
264710
38840
756830
155150
79350
222430
107330
3040000
177970
415760
486010
391920
159000
133400
11590000
23250
1060000
52320
957020
114690
94770
113210
163690
722630
1420000
134580
156580
66740
223710
150350
1240000
130560
110580
119480
116010
402190
151450
842470
3850000
205840
